reference_role,inference_role,reference_name,inference_name
REACTANT,REACTANT,n-Butyllithium,n-Butyllithium
REACTANT,REACTANT,tri(methylthio)methane,tri(methylthio)methane
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,(4S)-1-(tert-butyldimethylsilyl)-4-iodomethylazetidin-2-one,(4S)-1-(tert-butyldimethylsilyl)-4-iodomethylazetidin-2-one
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,2-methyl-5-nitrobenzenesulfonamide,2-methyl-5-nitrobenzenesulfonamide
REACTANT,REACTANT,CrO3,CrO3
REACTANT,REACTANT,sulfuric acid,sulfuric acid
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,"5-{4-[1-methyl-6-(4-methoxyphenoxy)-1H-benzimidazole-2-ylmethoxy]benzyl}thiazolidine-2,4-dione","5-{4-[1-methyl-6-(4-methoxyphenoxy)-1H-benzimidazole-2-ylmethoxy]benzyl}thiazolidine-2,4-dione"
REACTANT,REACTANT,hydrogen chloride ethyl acetate,hydrogen chloride ethyl acetate
REACTANT,REACTANT,1-chloro-2-methyl-propan-2-ol,1-chloro-2-methyl-propan-2-ol
REACTANT,REACTANT,4-hydroxybenzonitrile,4-hydroxybenzonitrile
REACTANT,REACTANT,K2CO3,K2CO3
SOLVENT,SOLVENT,water,water
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,204,204
SOLVENT,SOLVENT,IPA,IPA
REACTANT,REACTANT,DIPEA,DIPEA
REACTANT,REACTANT,tetrahydro-2H-pyran-4-amine,tetrahydro-2H-pyran-4-amine
SOLVENT,COMPOUND_MISSING,EtOAc,COMPOUND_MISSING
REACTANT,REACTANT,compound ( 171 ),compound ( 171 )
REACTANT,REACTANT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,"1,4-cyclohexanedione monoethylene ketal","1,4-cyclohexanedione monoethylene ketal"
REACTANT,REACTANT,4-fluorophenylmagnesium bromide,4-fluorophenylmagnesium bromide
SOLVENT,SOLVENT,THF,THF
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,ethanoic acid,ethanoic acid
REACTANT,REACTANT,1-(2-nitro-1-imidazolyl)-3-(1-aziridino)-2-propanol,1-(2-nitro-1-imidazolyl)-3-(1-aziridino)-2-propanol
SOLVENT,SOLVENT,acetone,acetone
REACTANT,REACTANT,charcoal,charcoal
REACTANT,COMPOUND_MISSING,potassium carbonate,COMPOUND_MISSING
SOLVENT,REACTANT,water,water
REACTANT,REACTANT,N-cyclohexylmethyl-(2-oxoethyl)-carbamic acid benzyl ester bisulfate,N-cyclohexylmethyl-(2-oxoethyl)-carbamic acid benzyl ester bisulfate
REACTANT,REACTANT,MeTHF,MeTHF
REACTANT,REACTANT,NaOH,NaOH
REACTANT,REACTANT,triallylamine,triallylamine
SOLVENT,SOLVENT,N-methyl pyrrolidone,N-methyl pyrrolidone
CATALYST,REACTANT,tetrakis (triphenylphosphine) palladium,tetrakis (triphenylphosphine) palladium
REACTANT,REACTANT,K2CO3,K2CO3
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,2-methoxy-4-ethylphenol,2-methoxy-4-ethylphenol
REACTANT,REACTANT,1-fluoro-4-nitro-2-(trifluoromethyl)benzene,1-fluoro-4-nitro-2-(trifluoromethyl)benzene
REACTANT,REACTANT,"2,4-difluoro-5-nitrobenzonitrile","2,4-difluoro-5-nitrobenzonitrile"
SOLVENT,SOLVENT,MeOH,MeOH
CATALYST,CATALYST,Pd/C,Pd/C
REACTANT,REACTANT,product,product
REACTANT,REACTANT,product,product
REACTANT,REACTANT,"6-hydroxymethyl-4-isobutyl-1,4-dihydro-quinoline-3-carbonitrile","6-hydroxymethyl-4-isobutyl-1,4-dihydro-quinoline-3-carbonitrile"
SOLVENT,SOLVENT,chloroform,chloroform
CATALYST,CATALYST,manganese dioxide,manganese dioxide
REACTANT,REACTANT,methyl 5-nitrothiophene-2-carboxylate,methyl 5-nitrothiophene-2-carboxylate
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,5-(hydroxymethyl)thiazole,5-(hydroxymethyl)thiazole
REACTANT,REACTANT,N-methyl morpholine,N-methyl morpholine
SOLVENT,SOLVENT,methylene chloride,methylene chloride
SOLVENT,SOLVENT,CHCl3,CHCl3
REACTANT,CATALYST,4-nitrophenyl chloroformate,4-nitrophenyl chloroformate
REACTANT,REACTANT,"(3,4-dimethylthien-2-yl)-1-trityl-imidazol-4-yl methanone","(3,4-dimethylthien-2-yl)-1-trityl-imidazol-4-yl methanone"
REACTANT,REACTANT,sodium borohydride,sodium borohydride
SOLVENT,SOLVENT,2-propanol,2-propanol
REACTANT,REACTANT,sodium carbonate,sodium carbonate
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
REACTANT,COMPOUND_MISSING,C5,COMPOUND_MISSING
REACTANT,REACTANT,H2O,H2O
SOLVENT,SOLVENT,EtOAc,EtOAc
REACTANT,REACTANT,2-allyloxy-3-hydroxy-pentenoic acid ethyl ester,2-allyloxy-3-hydroxy-pentenoic acid ethyl ester
REACTANT,REACTANT,LiAlH4,LiAlH4
SOLVENT,SOLVENT,THF,THF
REACTANT,CATALYST,sodium carbonate,sodium carbonate
REACTANT,REACTANT,"1-(3-fluorobenzyl)-3,5-dimethyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole","1-(3-fluorobenzyl)-3,5-dimethyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole"
CATALYST,CATALYST,Pd(PPh3)2Cl2,Pd(PPh3)2Cl2
SOLVENT,REACTANT,Toluene ethanol water,Toluene ethanol water
REACTANT,REACTANT,"N-(3-(3-iodo-1-tosyl-1H-pyrrolo[2,3-b]pyridin-5-yl)-2,6-dimethoxyphenyl) methane sulfonamide","N-(3-(3-iodo-1-tosyl-1H-pyrrolo[2,3-b]pyridin-5-yl)-2,6-dimethoxyphenyl) methane sulfonamide"
REACTANT,COMPOUND_MISSING,step-ii,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,intermediate 34,COMPOUND_MISSING
REACTANT,REACTANT,"2-(3,4-dimethyl-benzyl)-4-oxo-4-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-butanoic acid","2-(3,4-dimethyl-benzyl)-4-oxo-4-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-butanoic acid"
REACTANT,REACTANT,"1-methyl-[4,4′]bipiperidinyl","1-methyl-[4,4′]bipiperidinyl"
REACTANT,REACTANT,1-[2-(2-fluoro-6-methoxy-phenoxy)-5-formyl-phenyl]-3-thiazol-2-yl-urea,1-[2-(2-fluoro-6-methoxy-phenoxy)-5-formyl-phenyl]-3-thiazol-2-yl-urea
REACTANT,REACTANT,morpholine,morpholine
REACTANT,REACTANT,sodium cyanoborohydride,sodium cyanoborohydride
REACTANT,REACTANT,N-(L-alanyl)-L-proline tert-butyl ester,N-(L-alanyl)-L-proline tert-butyl ester
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,oxalate,oxalate
REACTANT,REACTANT,sodium acetate,sodium acetate
REACTANT,REACTANT,3A,3A
REACTANT,REACTANT,ethyl 6-(1-benzyloxycarbonyl-4-piperidyl)-2-oxohexanoate,ethyl 6-(1-benzyloxycarbonyl-4-piperidyl)-2-oxohexanoate
SOLVENT,SOLVENT,ethanol,ethanol
SOLVENT,REACTANT,acetic acid,acetic acid
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,1-[5-(5-tert-butyl-3-methanesulfonylamino-2-methoxy-phenylcarbamoyl)-2-methyl-phenyl]-1H-imidazole-4-carboxylic acid ethyl ester,1-[5-(5-tert-butyl-3-methanesulfonylamino-2-methoxy-phenylcarbamoyl)-2-methyl-phenyl]-1H-imidazole-4-carboxylic acid ethyl ester
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,LiOH-H2O,LiOH-H2O
SOLVENT,REACTANT,water,water
REACTANT,REACTANT,HOAc,HOAc
REACTANT,REACTANT,ethyl 3-amino-2-methylpropyl(diethoxymethyl)phosphinate,ethyl 3-amino-2-methylpropyl(diethoxymethyl)phosphinate
SOLVENT,SOLVENT,hydrochloric acid,hydrochloric acid
SOLVENT,SOLVENT,"1,4-dioxane","1,4-dioxane"
REACTANT,REACTANT,"5-(4-methoxybenzyl)-1,3,4-thiadiazol-2-amine","5-(4-methoxybenzyl)-1,3,4-thiadiazol-2-amine"
REACTANT,REACTANT,Et3N,Et3N
REACTANT,REACTANT,3-(5-methylfuran-2-yl) propanoyl chloride,3-(5-methylfuran-2-yl) propanoyl chloride
REACTANT,REACTANT,I2,I2
REACTANT,REACTANT,CuCN,CuCN
REACTANT,REACTANT,LiCl,LiCl
REACTANT,REACTANT,allyl bromide,allyl bromide
REACTANT,REACTANT,"3,5-bis-benzyloxy-4-bromo-benzoic acid tert-butyl ester",Mg
REACTANT,SOLVENT,EtOAc petroleum,EtOAc petroleum
REACTANT,REACTANT,n-BuLi,n-BuLi
SOLVENT,SOLVENT,Et2O,Et2O
REACTANT,REACTANT,i-PrMgBr,i-PrMgBr
SOLVENT,COMPOUND_MISSING,THF,COMPOUND_MISSING
REACTANT,REACTANT,carbonyldiimidazole,carbonyldiimidazole
REACTANT,REACTANT,1-methyl-7-piperazin-1-ylmethyl-1H-indole-2-carboxylic acid (5-tert-butyl-3-methanesulphonylamino-2-methoxy-phenyl)-amide,1-methyl-7-piperazin-1-ylmethyl-1H-indole-2-carboxylic acid (5-tert-butyl-3-methanesulphonylamino-2-methoxy-phenyl)-amide
REACTANT,REACTANT,1-methyl-piperidine-3-carboxylic acid,1-methyl-piperidine-3-carboxylic acid
SOLVENT,REACTANT,ethyl acetate,carbonyldiimidazole
REACTANT,REACTANT,carbonyldiimidazole,carbonyldiimidazole
REACTANT,REACTANT,1-methyl-piperidine-3-carboxylic acid,1-methyl-piperidine-3-carboxylic acid
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,COMPOUND_MISSING,water,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,tetrahydrofuran,COMPOUND_MISSING
CATALYST,REACTANT,tris(dibenzylideneacetone)dipalladium,tris(dibenzylideneacetone)dipalladium
REACTANT,REACTANT,"5-bromo-3-(4-isopropylphenyl)-4,6-dimethyl-2,3-dihydro-1-benzothiophene","5-bromo-3-(4-isopropylphenyl)-4,6-dimethyl-2,3-dihydro-1-benzothiophene"
REACTANT,REACTANT,sodium tert-butoxide,sodium tert-butoxide
REACTANT,REACTANT,benzophenone imine,benzophenone imine
SOLVENT,SOLVENT,toluene,toluene
REACTANT,COMPOUND_MISSING,BINAP,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,Water,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,Example 259,COMPOUND_MISSING
REACTANT,REACTANT,"3-benzyl-5-(3-chloro-phenyl)-3-methyl-1,3-dihydro-indol-2-one","3-benzyl-5-(3-chloro-phenyl)-3-methyl-1,3-dihydro-indol-2-one"
REACTANT,REACTANT,Lawesson's reagent,Lawesson's reagent
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,"2-[2-(Benzyloxy)-1,1-dimethylethyl]-7-[(3S)-3-(dimethylamino)pyrrolidin-1-yl]-5-methyl-6-phenyl-1,3-benzoxazole-4-carbonitrile","2-[2-(Benzyloxy)-1,1-dimethylethyl]-7-[(3S)-3-(dimethylamino)pyrrolidin-1-yl]-5-methyl-6-phenyl-1,3-benzoxazole-4-carbonitrile"
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,"1,4-dioxane","1,4-dioxane"
REACTANT,COMPOUND_MISSING,hydrogen chloride,COMPOUND_MISSING
REACTANT,REACTANT,3-(4-Chloro-2-methyl-2H-pyrazol-3-yl)-4-(1-methyl-piperidin-4-yloxy)-phenylamine,3-(4-Chloro-2-methyl-2H-pyrazol-3-yl)-4-(1-methyl-piperidin-4-yloxy)-phenylamine
REACTANT,REACTANT,4-fluoro-3-methylbenzoyl chloride,4-fluoro-3-methylbenzoyl chloride
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,methylene chloride,methylene chloride
REACTANT,REACTANT,NBS,NBS
REACTANT,REACTANT,5-(4-methylsulfonylphenyl)pyrazin-2-amine,5-(4-methylsulfonylphenyl)pyrazin-2-amine
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,water,water
REACTANT,REACTANT,(Z)-3-(3-chloro-2-fluoro-phenyl)-2-(4-chloro-2-fluoro-phenyl)-acrylonitrile,(Z)-3-(3-chloro-2-fluoro-phenyl)-2-(4-chloro-2-fluoro-phenyl)-acrylonitrile
REACTANT,REACTANT,AgF,AgF
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,"[3,3-dimethyl-pent-4-en-(E)-ylideneamino]-acetic acid tert-butyl ester","[3,3-dimethyl-pent-4-en-(E)-ylideneamino]-acetic acid tert-butyl ester"
REACTANT,REACTANT,"2,6-dimethyl-4-fluoro-benzyl bromide","2,6-dimethyl-4-fluoro-benzyl bromide"
REACTANT,REACTANT,sodium cyanide,sodium cyanide
SOLVENT,SOLVENT,ethanol water,ethanol water
REACTANT,REACTANT,water,water
REACTANT,REACTANT,"(2R)-1-tosyloxy-2,3-epoxypropane","(2R)-1-tosyloxy-2,3-epoxypropane"
REACTANT,REACTANT,"N,N-diisopropylethylamine","N,N-diisopropylethylamine"
REACTANT,REACTANT,thiophenol,thiophenol
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,3-methyl-4-{[2-methyl-3-(trifluoromethyl)phenyl]methyl}-1H-pyrazol-5-amine,3-methyl-4-{[2-methyl-3-(trifluoromethyl)phenyl]methyl}-1H-pyrazol-5-amine
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,3-oxo-3-(4-pyridinyl)propanenitrile,3-oxo-3-(4-pyridinyl)propanenitrile
REACTANT,REACTANT,ethyl cyanoacetate,ethyl cyanoacetate
REACTANT,REACTANT,3-chlorobenzylamine,3-chlorobenzylamine
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,TFA,TFA
REACTANT,REACTANT,"diethyl 1-{3-[(tert-butoxycarbonyl)amino-]-3-methylbutyl}-1H-indole-2,6-dicarboxylate","diethyl 1-{3-[(tert-butoxycarbonyl)amino-]-3-methylbutyl}-1H-indole-2,6-dicarboxylate"
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,REACTANT,acetic acid,acetic acid
SOLVENT,REACTANT,Water,Water
REACTANT,COMPOUND_MISSING,K2CO3,COMPOUND_MISSING
REACTANT,REACTANT,Urea,Urea
REACTANT,REACTANT,"[5-(5,6,7,8-tetrahydro-[1,8]naphthyridin-3-yl)-pyridin-3-yl]-acetic acid benzyl ester","[5-(5,6,7,8-tetrahydro-[1,8]naphthyridin-3-yl)-pyridin-3-yl]-acetic acid benzyl ester"
REACTANT,REACTANT,potassium meta-cresolate,potassium meta-cresolate
REACTANT,REACTANT,acetophenone,acetophenone
REACTANT,REACTANT,"(2S,3S)-methyl 3-(4-(trifluoromethyl)phenyl)pyrrolidine-2-carboxylate","(2S,3S)-methyl 3-(4-(trifluoromethyl)phenyl)pyrrolidine-2-carboxylate"
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,BH3-THF,BH3-THF
REACTANT,REACTANT,trimethylphosphite,trimethylphosphite
REACTANT,REACTANT,n-butyl chloroformate,n-butyl chloroformate
REACTANT,REACTANT,NH4OAc,NH4OAc
REACTANT,REACTANT,ester,ester
REACTANT,REACTANT,K2CO3,K2CO3
REACTANT,REACTANT,2-(bromomethyl)quinoline,2-(bromomethyl)quinoline
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,product,product
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,Benzyl bromide,Benzyl bromide
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,NaH,NaH
REACTANT,REACTANT,3-phenylglutaric acid,3-phenylglutaric acid
REACTANT,REACTANT,urea,urea
REACTANT,REACTANT,ice water,ice water
REACTANT,REACTANT,thiourea,thiourea
REACTANT,REACTANT,iodine,iodine
REACTANT,REACTANT,3-oxo-3-(3-fluorophenyl)-propanenitrile,3-oxo-3-(3-fluorophenyl)-propanenitrile
SOLVENT,SOLVENT,pyridine,pyridine
REACTANT,REACTANT,lithium bromide,lithium bromide
SOLVENT,SOLVENT,ice water,ice water
REACTANT,REACTANT,Water,Water
REACTANT,REACTANT,"7-(acetyloxy)-β-chloro-3a,4,5,6,7,7a-hexahydro-δ,3a-dimethyl-1H-indene-3-butanol","7-(acetyloxy)-β-chloro-3a,4,5,6,7,7a-hexahydro-δ,3a-dimethyl-1H-indene-3-butanol"
REACTANT,REACTANT,p-toluenesulfonyl chloride,p-toluenesulfonyl chloride
SOLVENT,SOLVENT,dichloromethane,dichloromethane
SOLVENT,SOLVENT,pyridine,pyridine
SOLVENT,REACTANT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,"2-[3-(4-chlorophenyl)-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-N-[2-(trifluoromethyl)benzyl]-acetamide","2-[3-(4-chlorophenyl)-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-N-[2-(trifluoromethyl)benzyl]-acetamide"
SOLVENT,SOLVENT,toluene,toluene
CATALYST,CATALYST,benzyltriethylammonium chloride,benzyltriethylammonium chloride
REACTANT,REACTANT,caesium carbonate,caesium carbonate
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,1-iodo-2-chloroethane,1-iodo-2-chloroethane
REACTANT,SOLVENT,acetic anhydride,acetic anhydride
SOLVENT,REACTANT,pyridine,pyridine
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,"7α-[11-(dimethyl-tert-butylsilyloxy)-undecyl]-4-estrene-3,17-dione","7α-[11-(dimethyl-tert-butylsilyloxy)-undecyl]-4-estrene-3,17-dione"
REACTANT,SOLVENT,acetic acid,acetic acid
REACTANT,SOLVENT,water,water
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,"3-[5-(2-ethylbenzoimidazol-1-yl)-7-morpholin-4-ylthiazolo[5,4-d]pyrimidin-2-ylmethyl]azetidine-1-carboxylic acid tert-butyl ester","3-[5-(2-ethylbenzoimidazol-1-yl)-7-morpholin-4-ylthiazolo[5,4-d]pyrimidin-2-ylmethyl]azetidine-1-carboxylic acid tert-butyl ester"
REACTANT,REACTANT,TFA,TFA
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,2-Methyl-3-pentanone,2-Methyl-3-pentanone
REACTANT,REACTANT,DMF-DMA,DMF-DMA
REACTANT,REACTANT,"7-(2-chloro-5-methylphenylamino)-3-ethoxycarbonylpyrazolo[1,5-a]pyrimidine-6-carboxylic acid","7-(2-chloro-5-methylphenylamino)-3-ethoxycarbonylpyrazolo[1,5-a]pyrimidine-6-carboxylic acid"
REACTANT,REACTANT,"6-fluoro-2H-spiro[benzofuran-3,4′-piperidine]hydrochloride","6-fluoro-2H-spiro[benzofuran-3,4′-piperidine]hydrochloride"
REACTANT,REACTANT,4-(4-chlorophenyl)piperidine-4-carbonitrile hydrochloride,4-(4-chlorophenyl)piperidine-4-carbonitrile hydrochloride
REACTANT,REACTANT,"4-chloro-7H-pyrrolo[2,3-d]pyrimidine","4-chloro-7H-pyrrolo[2,3-d]pyrimidine"
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,n-butanol,n-butanol
REACTANT,REACTANT,Ethyl 2-hydroxy-3-oxobutyrate,Ethyl 2-hydroxy-3-oxobutyrate
REACTANT,REACTANT,4-chlorobenzyl chloride,4-chlorobenzyl chloride
REACTANT,REACTANT,potassium carbonate,potassium carbonate
REACTANT,REACTANT,"N,N-dimethylformamide","N,N-dimethylformamide"
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,5-methyl-2-phenyl-4-imidazolemethanol,5-methyl-2-phenyl-4-imidazolemethanol
REACTANT,REACTANT,HNO3,HNO3
SOLVENT,SOLVENT,water,water
SOLVENT,REACTANT,NaOH,NaOH
REACTANT,REACTANT,3,3
REACTANT,REACTANT,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)-2,4-dimethyl-4-pentenol","2-(2,2,3-trimethylcyclopent-3-en-1-yl)-2,4-dimethyl-4-pentenol"
SOLVENT,REACTANT,heptane,heptane
REACTANT,COMPOUND_MISSING,p-TSA,COMPOUND_MISSING
REACTANT,REACTANT,3-isopropenyl-5-(5-methylpyridin-2-yl)benzoic acid,3-isopropenyl-5-(5-methylpyridin-2-yl)benzoic acid
SOLVENT,SOLVENT,ethanol,ethanol
CATALYST,CATALYST,palladium on carbon,palladium on carbon
REACTANT,REACTANT,hydrogen,hydrogen
REACTANT,REACTANT,Benzyl chloride,Benzyl chloride
REACTANT,REACTANT,phenol,phenol
SOLVENT,SOLVENT,acetone,acetone
REACTANT,REACTANT,Cs2CO3,Cs2CO3
REACTANT,REACTANT,5-acetonyl-3-methylisoxazole,5-acetonyl-3-methylisoxazole
REACTANT,REACTANT,"3,4-dihydro-6-methyl-2H-pyran-2-one","3,4-dihydro-6-methyl-2H-pyran-2-one"
REACTANT,REACTANT,carbonate,cecium carbonate
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,ice water,ice water
REACTANT,SOLVENT,hydrochloric acid,water
REACTANT,REACTANT,1-{1-[2-ethyl-5-(ethyloxy)-4-nitrophenyl]-4-piperidinyl}-4-(methylsulfonyl)piperazine,1-{1-[2-ethyl-5-(ethyloxy)-4-nitrophenyl]-4-piperidinyl}-4-(methylsulfonyl)piperazine
SOLVENT,SOLVENT,EtOAc,EtOAc
CATALYST,CATALYST,sulfided platinum on carbon,sulfided platinum on carbon
REACTANT,REACTANT,"methyl [(4R)-2-oxo-4-(1,2,4-trioxolan-3-ylmethyl)azetidin-1-yl]glyoxylate","methyl [(4R)-2-oxo-4-(1,2,4-trioxolan-3-ylmethyl)azetidin-1-yl]glyoxylate"
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,diazomethane,diazomethane
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,"2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenol","2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenol"
REACTANT,REACTANT,2-bromopyridine,2-bromopyridine
REACTANT,REACTANT,K2CO3,K2CO3
REACTANT,REACTANT,dimethoxyethane,dimethoxyethane
CATALYST,CATALYST,Pd(PPh3)4,Pd(PPh3)4
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,Lithium aluminium hydride,Lithium aluminium hydride
REACTANT,REACTANT,two,LAH
REACTANT,REACTANT,(1H-Indol-5-yl)-(4-methylpiperazin-1-yl)methanone,(1H-Indol-5-yl)-(4-methylpiperazin-1-yl)methanone
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,4-aminobenzophenone,4-aminobenzophenone
REACTANT,REACTANT,"2,2-bis-trifluoromethyl 2-hydroxyacetic acid","2,2-bis-trifluoromethyl 2-hydroxyacetic acid"
REACTANT,REACTANT,"1,1'-carbonyldiimidazole","1,1'-carbonyldiimidazole"
SOLVENT,SOLVENT,Tetrahydrofuran,Tetrahydrofuran
REACTANT,REACTANT,carbon dioxide,carbon dioxide
SOLVENT,SOLVENT,n-butanol,n-butanol
REACTANT,REACTANT,"4-Methoxy-10-oxo-9,10-dihydroanthracene-9,9-diacetic acid","4-Methoxy-10-oxo-9,10-dihydroanthracene-9,9-diacetic acid"
REACTANT,REACTANT,sodium,sodium
REACTANT,REACTANT,sodium,sodium
REACTANT,REACTANT,resultant solution,resultant solution
REACTANT,REACTANT,"2,6-dibromo-4H-cyclopenta[def]phenanthrene","2,6-dibromo-4H-cyclopenta[def]phenanthrene"
REACTANT,REACTANT,octyl bromide,octyl bromide
SOLVENT,SOLVENT,toluene,toluene
CATALYST,CATALYST,tetrabutylammoniumbromide,tetrabutylammoniumbromide
REACTANT,REACTANT,NaOH,NaOH
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,"1,1,1,3,3,3-hexafluoro-2-(2-(methyl(phenyl)amino)phenyl)propan-2-ol","1,1,1,3,3,3-hexafluoro-2-(2-(methyl(phenyl)amino)phenyl)propan-2-ol"
SOLVENT,REACTANT,POCl3,POCl3
REACTANT,REACTANT,sodium hydroxide,sodium hydroxide
REACTANT,REACTANT,trans-2-chloro-N-(4-formyl-cyclohexyl)-5-trifluoromethyl-benzamide,trans-2-chloro-N-(4-formyl-cyclohexyl)-5-trifluoromethyl-benzamide
REACTANT,REACTANT,5-methylthiazol-2-amine,5-methylthiazol-2-amine
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,sodium triacetoxyborohydride,sodium triacetoxyborohydride
REACTANT,REACTANT,ester,ester
REACTANT,REACTANT,LiHMDS THF,LiHMDS THF
REACTANT,REACTANT,4-chloro-7-fluoro-quinazoline,4-chloro-7-fluoro-quinazoline
REACTANT,REACTANT,"piperidine-1,4-dicarboxylic acid 1-tert-butyl ester 4-methyl ester","piperidine-1,4-dicarboxylic acid 1-tert-butyl ester 4-methyl ester"
REACTANT,REACTANT,LiHMDS THF,LiHMDS THF
REACTANT,REACTANT,2-chloroisocyanate,2-chloroisocyanate
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,(3S)-3-[4-(4-methoxy-phenylamino)pyrimidin-2-ylamino]-2-methyl-butan-2-ol,(3S)-3-[4-(4-methoxy-phenylamino)pyrimidin-2-ylamino]-2-methyl-butan-2-ol
REACTANT,REACTANT,2-chlorophenyl isocyanate,2-chlorophenyl isocyanate
SOLVENT,SOLVENT,dichloroethane,dichloroethane
REACTANT,REACTANT,ethyl 2-cyanoacetate,ethyl 2-cyanoacetate
REACTANT,REACTANT,bromine,bromine
REACTANT,REACTANT,ethyl 2-aminoacetate,ethyl 2-aminoacetate
REACTANT,REACTANT,triethoxymethane,triethoxymethane
REACTANT,REACTANT,Dihydropyrimidine-dione,ethyl 2-aminoacetate
REACTANT,REACTANT,1-propylurea,1-propylurea
REACTANT,REACTANT,mixture,mixture
REACTANT,REACTANT,(rac.) 4-(4-chloro-3-fluoro-2-methoxyphenyl)-4-methyl-2-(trifluoromethyl)-2-hydroxy-pentanoic acid ethyl ester,4-(4-chloro-3-fluoro-2-methoxyphenyl)-4-methyl-2-(trifluoromethyl)-2-hydroxy-pentanoic acid ethyl ester
REACTANT,REACTANT,aldehyde,aldehyde
REACTANT,REACTANT,aldehyde,aldehyde
SOLVENT,SOLVENT,o-xylene,o-xylene
CATALYST,CATALYST,titanium tetraisopropylate,titanium tetraisopropylate
REACTANT,REACTANT,(rac.) 4-(4-chloro-3-fluoro-2-methoxyphenyl)-2-hydroxy-4-methyl-2-(trifluoromethyl)pentanal,4-(4-chloro-3-fluoro-2-methoxyphenyl)-2-hydroxy-4-methyl-2-(trifluoromethyl)pentanal
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
SOLVENT,COMPOUND_MISSING,brine,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,mixture,COMPOUND_MISSING
