reaction_id,COMPOUND__n_ref,COMPOUND__n_inf,COMPOUND__n_removal,COMPOUND__n_addition,COMPOUND__n_alteration_strict,COMPOUND__n_alteration_nonstrict,COMPOUND__n_intact_strict,COMPOUND__n_intact_nonstrict,PRODUCT_COMPOUND__n_ref,PRODUCT_COMPOUND__n_inf,PRODUCT_COMPOUND__n_removal,PRODUCT_COMPOUND__n_addition,PRODUCT_COMPOUND__n_alteration_strict,PRODUCT_COMPOUND__n_alteration_nonstrict,PRODUCT_COMPOUND__n_intact_strict,PRODUCT_COMPOUND__n_intact_nonstrict,REACTION_CONDITIONS__n_ref,REACTION_CONDITIONS__n_inf,REACTION_CONDITIONS__n_removal,REACTION_CONDITIONS__n_addition,REACTION_CONDITIONS__n_alteration_strict,REACTION_CONDITIONS__n_alteration_nonstrict,REACTION_CONDITIONS__n_intact_strict,REACTION_CONDITIONS__n_intact_nonstrict,REACTION_WORKUP__n_ref,REACTION_WORKUP__n_inf,REACTION_WORKUP__n_removal,REACTION_WORKUP__n_addition,REACTION_WORKUP__n_alteration_strict,REACTION_WORKUP__n_alteration_nonstrict,REACTION_WORKUP__n_intact_strict,REACTION_WORKUP__n_intact_nonstrict
ord-353e7c1630384c85b397d3138ad6d5c8,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-31d5a0b6619c44e6b0fd7fd759580367,4,4,0,0,1,0,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-4753dd608021437cbef4bd0acca1c201,3,4,0,1,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,9,7,2,0,2,2,5,5
ord-b226376a5a9d406e803bc9f1590c473f,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,10,9,1,0,1,1,8,8
ord-281e18fb8f1c43d7bd4083f72d89ed51,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-78f647a6ce0d46c1b64cf19a067420c6,5,5,0,0,4,4,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,7,5,2,0,4,4,1,1
ord-80030791e9ec4e83a8373d61e2767413,5,5,0,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,10,10,0,0,1,1,9,9
ord-4754506d5b2a4ca09177682acc45d2a0,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-76fe314b394e4e83a0a62c6815e0131f,3,4,0,1,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-17239eb2228046f3a6cb7d2757ab0746,8,7,1,0,1,0,6,7,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-95d050e3090c48778649e6ce75c02d7e,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,3,1,0,0,0,3,3
ord-349d1a3063c54a15bfe371c28373a20f,5,6,0,1,3,0,2,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,3,1,0,0,0,3,3
ord-a90a9029da164bd38de7d8f4864cfc8f,5,6,0,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,10,0,1,1,1,8,8
ord-e08d567c9c1549fa86ac375ec65cca48,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-7dec16b3ec9b4524b1e717d358bd0bd7,6,6,0,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f3139c15dddc4ba48ba5c51d9d743c4c,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f5ec353dace64a08902d5ed83ac58bca,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-32c4d8f3304a4054bf76fc61b7b2c415,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,1,1,7,7
ord-7045764668fb40cd91ab83c6bdb9b885,4,4,0,0,2,0,2,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-9efeca17a1794d31a8732d371d23eaf2,5,5,0,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-31510aaa592744f99eaf7303c66f58d4,4,4,0,0,0,0,4,4,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2,5,0,3,0,0,2,2
ord-3d91c08ce048401989942e24aebd016e,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-3038234648a54bab9b98f9a7a74512ea,4,5,0,1,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,2,2,6,6
ord-453bb64014e34bc48247381f2c124e62,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
ord-33038571ffe444f69addacdad927ee9e,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1
ord-a57298802da74af7ac3f795bbfb4f70e,3,3,0,0,2,1,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-21bb5b539b904b27895d420f109411f0,9,10,0,1,4,1,5,8,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,12,12,0,0,2,2,10,10
ord-6e7e75a9bc0a4f0dbb2e0c977fbbd7ea,4,5,0,1,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-92698c583cc54eff8bbc1b18001b94d2,2,2,0,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f1c2c790c0b14578acf6fc877d9d7910,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f535b760ff3f48e09063e865c9ebec65,7,7,0,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,8,0,1,0,0,7,7
ord-dcc4b35364d34b28aa66e06b35cdf17a,3,5,0,2,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,4,1,0,0,0,4,4
ord-8d6323aaf58642598ff88c32ae62ade8,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,12,12,0,0,0,0,12,12
ord-5c4f1371bcc047bfba1e64691b6249b6,7,6,1,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,14,14,0,0,1,1,13,13
ord-cdf80663dfad4ef98d9f1c0c5eea6919,6,6,0,0,2,0,4,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-b850e48bdcd14d19a77628d04fa378f1,4,4,0,0,4,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,11,2,9,0,2,2,0,0
ord-1313ecd0d47b46e08132f83b6a7ed2a4,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-563f51fdf8b747d4aeb029295d3b0a5b,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-08922177c3e343e5b8fee1435bb586f2,5,4,1,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-e44b1a987dde40efabf5ed114d52985d,7,6,1,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-525f1f599c4d446e86fd6cd4630c5b20,3,3,0,0,0,0,3,3,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,2,2,9,9
ord-7f84297867654b40b98f3ebe1f43cae8,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-78d61e3ddf534102ada36dfb849c54b2,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-13920af3b5eb490c921d8d99b190909a,5,3,2,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-377131e53b3c46c28ae029e7f0132859,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-ce4191951cb34fb2a90059181740f64b,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,5,5,0,0,0,0,5,5
ord-12f74237b50847df8bf19b828761819c,6,5,1,0,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-1a1fc8860b5d4c89a7324a3a99135e3e,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-340c5cdb1b154ea6b69d1ea6601a67ff,5,3,2,0,0,0,3,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-80534ebe6fa24c18a8caf2e669049f12,6,4,2,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,11,14,0,3,0,0,11,11
ord-530398048fa14b6ea64664227238925f,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-29b3323ef69a46d4afb4b04f00b1143b,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-6ad5334a3b634aec83faf421a488e937,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-0e88821b8bf344de867f5ff964d6134a,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,6,1,0,1,1,5,5
ord-de5db9c71a50430db793fdad144936f9,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-3bae76406ae0444c8a9c5a648e04ced3,5,4,1,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-815b06e463124c968ea2ab30398fc261,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-cb25c359de73485dba29fec378930252,3,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-f933d9bdd28b428ba8e25f9264d6616b,2,2,0,0,0,0,2,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-42431569fca14e3a93fa9262ca639ba8,4,4,0,0,3,2,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-4abb5e7f134547829e7f74e87e422187,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-c0cea33f55ad4dea92a5c5ccb7e444e4,5,5,0,0,1,0,4,5,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-98fe7b2af20a496fb64fffab27bb8958,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-5348171ae08c402a883cafbba9c0f89a,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-b3f0dcdd381747dcba4763989c2ebc63,3,2,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-3aae46562f2d492eb39237faeaf24c99,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,4,1,0,1,1,3,3
ord-562f7bb4ca414e46ab8011458563a8f8,8,7,1,0,1,0,6,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,8,10,0,2,0,0,8,8
ord-f19e5dbe7dd042bc8c730d40b35af62f,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,4,4,0,0,0,0,4,4
ord-1c9a7ec2ad24423c916dfb3de61b1e8d,5,5,0,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-a592b0ae6bdd4cd39f51893350ead82b,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-509745c59192416d87415d11a7cf2b1b,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,5,0,1,0,0,4,4
ord-26e4e83ab6a141d5a63ffd6a624e555a,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c2bb10eed4b8457f8d607d8f58c26e46,5,6,0,1,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f9da335b69ef4a00928c107b43ef988a,7,6,1,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-2a2d441a9e9048de8f03473ed13e9747,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-e7e6aa09b86943a49b8f9e625d3cb80d,7,7,0,0,1,0,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-876d2a318379400aa04b15e9e10174a1,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e2fd22ce45a94842b667fb8d90cb3450,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-cdc2124b00ed40d4bf7b4efb84683e7d,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-93a036992f3f4a75815dc84a1331d1c4,3,4,0,1,3,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,3,0,1,1,1,1,1
ord-799c079e360c4c3d821d82f827dd1198,3,3,0,0,1,0,2,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-4081eae955a246efaf3fb16cf3abaae7,11,9,2,0,2,0,7,9,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,8,0,1,0,0,7,7
ord-2e38ef3b0a64411faa17fa1c5105333c,5,4,1,0,1,0,3,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,11,10,1,0,5,5,5,5
ord-169ae3f95fab478ea5bb2647cd5e4b5e,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0ba0052ff4804209892c82fe208d426e,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-b64bf6cf7f2a481a90b3038812099b02,5,7,0,2,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,4,2,0,0,0,4,4
ord-dc18de0a4ae04d8393cbfd263c242ddc,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-5bd7fa39e73742adaa88cb02e3fec90b,3,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e71a56bb726d458cb86a4bfd0dda37d6,9,7,2,0,3,1,4,6,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,11,18,0,7,1,1,10,10
ord-be488984cff5493798dd278ff6dbccdc,5,4,1,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-8eb039814ffd48a28e826c304e8df24c,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-b3cc462bc0254fa18865aa42e29473cc,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-367e9adaa1a147929b9813828fdfaf83,3,5,0,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f22626fd50e547119fa00b2be16465ff,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-55592d9300194a44b0bace598ce4654d,3,4,0,1,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,3,1,0,1,1,2,2
ord-6768061557b7413a87d4bae93df62a2e,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-e151ef35c16b46b1aebe9eeb5ff99b2b,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-1ea538fb473f4490b0bd3f1e33c1c298,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-d71ac0ff63584f41a528ddd611ffb00b,5,4,1,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,14,17,0,3,1,1,13,13
ord-24b9aa37e8f44cae8c1b9b6bc8a19461,5,5,0,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-a7d5cbae512148789854524e8b8422ca,9,7,2,0,2,0,5,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,6,0,1,0,0,5,5
ord-56807576d68a4b50ad799b0ace753602,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-6202bd376f074e4db2347946b0153ca5,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-5a2b5e4a98d84f66bf53de5d7dcea750,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,0,0,6,6
ord-e147ab0d50b442a9884cffd846ce1bdc,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-b72dfdf06ee5427f9abeee1bfd273c1f,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-2f2dc0653cac491ca24c37c70174eea8,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,4,4,0,0,0,0,4,4
ord-8acec934030a4adcb52de622bcd8c439,6,7,0,1,1,1,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,12,13,0,1,0,0,12,12
ord-87aaec023fd04df9ad95bd53a52aa6e0,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-c7ba2a54e40243a0ab61c8cb3f762726,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-6d75b10c751b46d99deede8647090de5,7,7,0,0,2,2,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,8,0,1,1,1,6,6
ord-ac9ac77d9ea3451691a066f94a6c8e1a,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f0bcf7d094b1467c8629eda6027474fd,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0c524a98fa604ab28b3f3c9019a7cebd,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-ff7dbc473a2943aa8f647effa044bdab,6,5,1,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,16,17,0,1,3,3,13,13
ord-a47a5ffde5e54fbca8748be4f133bab4,2,2,0,0,0,0,2,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,2,2,7,7
ord-f988b6edff0040f9813d8b46741866ff,8,8,0,0,0,0,8,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-c2a9fe05aead4469af697221f25a1735,8,7,1,0,3,0,4,7,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-f22373ef009c4ad394520835f6116971,3,5,0,2,3,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,6,0,0,6,6,0,0
ord-1dd47af9d35048d2841a12b4e93a81c7,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-e09ad57bdfef492c87d73c085f8574c7,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,3,3,0,0,0,0,3,3
ord-84cf6397b9f14cf891f4d8294c69e32d,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-68fb4e95b7464fc9add72fb075b7ef28,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0d4ebaec85bd4107b6c4b7ede6e7bb1f,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-85c3bad978cd41068f67d5e1465efb88,7,4,3,0,1,0,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,9,0,1,2,2,6,6
ord-2e2c9d0fc01440d5b2e25c08e6d22b1c,7,7,0,0,0,0,7,7,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-3ba5d4dd85c74d1b979447045dfc60a6,7,6,1,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,2,1,0,0,0,2,2
ord-17ed47ef835b4d92b99869f4520b7108,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-19ac366a1524491fa50a79140455c1e8,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-8d6942387c0d4d2f839b0dbd4ed67d37,7,7,0,0,1,1,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-9f9e4801c421498989dde7ac04dad47a,5,6,0,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-207b5df0a4f041c589eed781e0621f22,8,8,0,0,0,0,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-d69cf29f085541cf93930a5668b5055a,3,3,0,0,1,0,2,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-8e989d5faa6a423b8f55d1f41ff7e34d,9,6,3,0,2,1,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,3,0,2,0,0,1,1
ord-cf55609c02f24f07bc2db2a486388650,6,6,0,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,8,0,1,0,0,7,7
ord-044bc3cb43a74d2ca08e601ee66cd699,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-f0e4617ee98c4d109b27f073c058501f,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-be84490065db484b8c8bf7ca19fdaf63,6,7,0,1,2,0,4,6,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-7de64d48509649a5b10d7f87d03c329f,4,6,0,2,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,12,8,4,0,1,1,7,7
ord-21e2b778522e4ada94e032e970d1c4d3,3,3,0,0,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,9,0,1,0,0,8,8
ord-89fb63812ed54f0bbe96acfee1a5ffd7,6,6,0,0,0,0,6,6,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-3d5395c1a8a347f097e3fd87a20caa72,7,6,1,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-5a80ddcc322346fd96bce9216eb8806f,4,3,1,0,1,1,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-0d1d7bbf4d9a4d268251ff6820b0155c,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-362a7171533a46bf8992f765d291dada,5,6,0,1,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-58071eab15a4470e83f4aaa19074f653,4,4,0,0,1,1,3,3,2,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
ord-3c1dfb5df95d40baad6b5b76b044d11b,3,4,0,1,0,0,3,3,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-107aaf4eee1d44d181f841c1e2ced6b7,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,2,1,0,1,1,1,1
ord-8f6b8d6beec749738301e754c141231c,5,5,0,0,0,0,5,5,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,1,1,4,4
ord-d173def10ff74d839ab2941e41693da7,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
